country,state,region,region_code,county_set_code,census_division,census_region,start_date,end_date,days,year,quarter,population,population_z,total_deaths,covid_deaths,total_deaths_per_day,year_zero,expected_deaths,excess_deaths,non_covid_deaths,covid_deaths_per_100k,excess_deaths_per_100k,excess_deaths_pct_change,total_deaths_per_7_days,covid_deaths_per_7_days,expected_deaths_per_7_days,excess_deaths_per_7_days,non_covid_deaths_per_7_days,covid_deaths_per_100k_per_7_days,excess_deaths_per_100k_per_7_days
United States,FL,"Columbia County, FL",12023,12CS010,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,72654,-0.0934889812076997,248,,2.69565217391304,5,220.71943068266,27.2805693173398,,,37.548613038979,0.12359840378785,18.8695652173913,,16.7938697258546,2.07569549153673,,,2.8569596877484
United States,FL,"DeSoto County, FL",12027,12CS011,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,38520,-0.196481041094869,113,0,1.24175824175824,5,124.950402854424,-11.9504028544244,113,0,-31.0238911070207,-0.0956411710680709,8.69230769230769,0,9.61156945034034,-0.919261758032645,8.69230769230769,0,-2.38645316207852
United States,FL,"DeSoto County, FL",12027,12CS011,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,38520,-0.196481041094869,114,,1.25274725274725,5,92.7424725698742,21.2575274301258,,,55.1856890709393,0.22921027271631,8.76923076923077,,7.13403635152879,1.63519441770199,,,4.24505300545687
United States,FL,"DeSoto County, FL",12027,12CS011,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,38520,-0.196481041094869,103,,1.1195652173913,5,83.4577436854351,19.542256314565,,,50.7327526338654,0.234157496375923,7.83695652173913,,6.35004571519615,1.48691080654299,,,3.86010074388106
United States,FL,"DeSoto County, FL",12027,12CS011,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,38520,-0.196481041094869,120,,1.30434782608696,5,105.290007726539,14.7099922734613,,,38.187934250938,0.139709290473854,9.1304347826087,,8.01119624006273,1.11923854254597,,,2.90560369300615
United States,FL,"Dixie County, FL",12029,12CS012,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,17057,-0.261241062813926,66,0,0.725274725274725,5,90.8058461719519,-24.8058461719519,66,0,-145.429126880178,-0.273174550072239,5.07692307692308,0,6.98506509015015,-1.90814201322707,5.07692307692308,0,-11.1868559138598
United States,FL,"Dixie County, FL",12029,12CS012,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,17057,-0.261241062813926,58,,0.637362637362637,5,58.5979158874018,-0.597915887401754,,,-3.50539888258049,-0.010203705683845,4.46153846153846,,4.5075319913386,-0.0459935298001349,,,-0.269646067890807
United States,FL,"Dixie County, FL",12029,12CS012,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,17057,-0.261241062813926,52,,0.565217391304348,5,48.937972094364,3.06202790563599,,,17.9517377360379,0.0625695707155922,3.95652173913043,,3.72354135500596,0.232980384124477,,,1.36589308861158
United States,FL,"Dixie County, FL",12029,12CS012,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,17057,-0.261241062813926,71,,0.771739130434783,5,70.7702361354676,0.229763864532359,,,1.34703561313454,0.00324661718088026,5.40217391304348,,5.38469187987254,0.0174820331709403,,,0.102491840129802
United States,FL,"Duval County, FL",12031,12CS013,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,966728,2.60418849437561,2338,,25.6923076923077,5,2171.71074147783,166.28925852217,,,17.2012456991181,0.0765706294794177,179.846153846154,,167.054672421372,12.7914814247823,,,1.32317274608601
United States,FL,"Duval County, FL",12031,12CS013,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,966728,2.60418849437561,2300,58,25.2747252747253,5,2139.50281119328,160.49718880672,2242,5.9996193344974,16.6021040878841,0.0750161149436419,176.923076923077,4.46153846153846,164.57713932256,12.3459376005169,172.461538461539,0.461509179576723,1.27708492983724
United States,FL,"Duval County, FL",12031,12CS013,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,966728,2.60418849437561,2867,435,31.1630434782609,5,2152.70995416184,714.290045838155,2432,44.9971450087305,73.887385680166,0.331809700817899,218.141304347826,33.0978260869565,163.793148686227,54.3481556615988,185.04347826087,3.42369581588167,5.62186630175176
United States,FL,"Duval County, FL",12031,12CS013,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,966728,2.60418849437561,2624,259,28.5217391304348,5,2174.54221820295,449.457781797051,2365,26.7914035799108,46.4926827191362,0.206690759109973,199.652173913043,19.7065217391304,165.454299211094,34.1978747019496,179.945652173913,2.03847635934104,3.53748672862993
United States,FL,"Escambia County, FL",12033,12CS014,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,322364,0.659957648968223,954,,10.4835164835165,5,906.663478150809,47.3365218491915,,,14.6841836710028,0.0522095827061844,73.3846153846154,,69.7433444731391,3.64127091147627,,,1.12955259007714
United States,FL,"Escambia County, FL",12033,12CS014,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,322364,0.659957648968223,977,,10.7362637362637,5,874.455547866258,102.544452133742,,,31.8101438540723,0.117266626512872,75.1538461538462,,67.2658113743276,7.8880347795186,,,2.44693414262095
United States,FL,"Escambia County, FL",12033,12CS014,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,322364,0.659957648968223,1187,195,12.9021739130435,5,873.761072556505,313.238927443495,992,60.4906255040886,97.169326427112,0.358494944764478,90.3152173913043,14.8369565217391,66.4818207379949,23.8333966533094,75.4782608695652,4.60254759270239,7.39331831510635
United States,FL,"Escambia County, FL",12033,12CS014,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,322364,0.659957648968223,1107,99,12.0326086956522,5,895.593336597608,211.406663402392,1008,30.7106252559219,65.5801092561178,0.236052072702476,84.2282608695652,7.53260869565217,68.1429712628615,16.0852896067037,76.6956521739131,2.33667800860275,4.98979092166114
United States,FL,"Flagler County, FL",12035,12CS015,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,118451,0.0446936919818672,382,0,4.1978021978022,5,385.335084188147,-3.3350841881466,382,0,-2.81558128521211,-0.00865502344582303,29.3846153846154,0,29.6411603221651,-0.256544937549738,29.3846153846154,0,-0.216583175785547
United States,FL,"Flagler County, FL",12035,12CS015,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,118451,0.0446936919818672,415,,4.56043956043956,5,353.127153903596,61.8728460964036,,,52.2349715041693,0.175214070661059,31.9230769230769,,27.1636272233536,4.75944969972335,,,4.01807473108995
United States,FL,"Flagler County, FL",12035,12CS015,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,118451,0.0446936919818672,408,,4.43478260869565,5,346.703795143704,61.2962048562963,,,51.7481531234825,0.176797040340703,31.0434782608696,,26.3796365870209,4.66384167384863,,,3.93735947678671
United States,FL,"Flagler County, FL",12035,12CS015,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,118451,0.0446936919818672,408,,4.43478260869565,5,368.536059184807,39.4639408151927,,,33.316680159047,0.107082983690893,31.0434782608696,,28.0407871118875,3.00269114898205,,,2.53496479471009
United States,FL,"Franklin County, FL",12037,12CS028,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,12201,-0.275893006413038,,0,,5,76.6416117429647,,,0,,,,0,5.89550859561267,,,0,
United States,FL,"Franklin County, FL",12037,12CS028,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,12201,-0.275893006413038,,0,,5,44.4336814584145,,,0,,,,0,3.41797549680111,,,0,
United States,FL,"Franklin County, FL",12037,12CS028,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,12201,-0.275893006413038,52,,0.565217391304348,5,34.6180867375857,17.3819132624144,,,142.463021575398,0.502104965943782,3.95652173913043,,2.63398486046847,1.32253687866196,,,10.8395777285629
United States,FL,"Franklin County, FL",12037,12CS028,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,12201,-0.275893006413038,46,,0.5,5,56.4503507786893,-10.4503507786893,,,-85.651592317755,-0.185124638457241,3.5,,4.29513538533505,-0.795135385335054,,,-6.51696898069875
United States,FL,"Gadsden County, FL",12039,12CS016,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,45277,-0.176093235720239,127,0,1.3956043956044,5,147.183157588172,-20.1831575881722,127,0,-44.5770647087311,-0.137129532474401,9.76923076923077,0,11.3217813529363,-1.55255058370555,9.76923076923077,0,-3.4290049775947
United States,FL,"Gadsden County, FL",12039,12CS016,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,45277,-0.176093235720239,151,,1.65934065934066,5,114.975227303622,36.024772696378,,,79.5652819232237,0.313326388137901,11.6153846153846,,8.84424825412477,2.77113636125985,,,6.12040630178644
United States,FL,"Gadsden County, FL",12039,12CS016,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,45277,-0.176093235720239,161,39,1.75,5,105.934814405268,55.065185594732,122,86.1364489696756,121.618449974009,0.519802539928684,12.25,2.96739130434783,8.06025761779213,4.18974238220787,9.28260869565217,6.55386024769271,9.25357771541372
United States,FL,"Gadsden County, FL",12039,12CS016,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,45277,-0.176093235720239,127,11,1.3804347826087,5,127.767078446372,-0.767078446371613,116,24.2948958632418,-1.69419008850324,-0.00600372533910276,9.66304347826087,0.836956521739131,9.72140814265871,-0.0583646643978401,8.82608695652174,1.84852468524666,-0.128905767603508
United States,FL,"Gilchrist County, FL",12041,12CS012,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,18885,-0.255725462958247,59,0,0.648351648351648,5,86.4378747903243,-27.4378747903243,59,0,-145.289249617815,-0.317428845363001,4.53846153846154,0,6.64906729156341,-2.11060575310187,4.53846153846154,0,-11.1760961244473
United States,FL,"Gilchrist County, FL",12041,12CS012,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,18885,-0.255725462958247,52,0,0.571428571428571,5,54.2299445057741,-2.2299445057741,52,0,-11.8080196228441,-0.0411201694210966,4,0,4.17153419275185,-0.171534192751854,4,0,-0.908309201757235
United States,FL,"Gilchrist County, FL",12041,12CS012,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,18885,-0.255725462958247,67,,0.728260869565217,5,44.522001027224,22.477998972776,,,119.025676318645,0.504873960158066,5.09782608695652,,3.38754355641921,1.71028253053731,,,9.05630145902731
United States,FL,"Gilchrist County, FL",12041,12CS012,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,18885,-0.255725462958247,,,,5,66.3542650683276,,,,,,,,5.0486940812858,,,,
United States,FL,"Glades County, FL",12043,12CS017,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,14198,-0.2698674851265,,0,,5,74.4551257352272,,,0,,,,0,5.72731736424824,,,0,
United States,FL,"Glades County, FL",12043,12CS017,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,14198,-0.2698674851265,,,,5,42.247195450677,,,,,,,,3.24978426543669,,,,
United States,FL,"Glades County, FL",12043,12CS017,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,14198,-0.2698674851265,39,,0.423913043478261,5,32.4075734110818,6.59242658891818,,,46.4320790880278,0.203422407018721,2.96739130434783,,2.46579362910405,0.501597675243775,,,3.53287558278472
United States,FL,"Glades County, FL",12043,12CS017,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,14198,-0.2698674851265,47,,0.510869565217391,5,54.2398374521855,-7.23983745218545,,,-50.9919527552152,-0.133478229144172,3.57608695652174,,4.12694415397063,-0.550857197448893,,,-3.87982249224463
United States,FL,"Gulf County, FL",12045,12CS028,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,13534,-0.271870963411058,50,0,0.54945054945055,5,75.5966172618159,-25.5966172618159,50,0,-189.128249311481,-0.338594743904564,3.84615384615385,0,5.81512440475507,-1.96897055860122,3.84615384615385,0,-14.5483268701139
United States,FL,"Gulf County, FL",12045,12CS028,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,13534,-0.271870963411058,50,0,0.54945054945055,5,43.3886869772657,6.61131302273434,50,0,48.8496602832447,0.152374120613478,3.84615384615385,0,3.33759130594351,0.508562540210334,3.84615384615385,0,3.75766617563421
United States,FL,"Gulf County, FL",12045,12CS028,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,13534,-0.271870963411058,74,,0.804347826086957,5,33.5616088006001,40.4383911994,,,298.79112752623,1.20490026088013,5.6304347826087,,2.55360066961087,3.07683411299782,,,22.7341075291697
United States,FL,"Gulf County, FL",12045,12CS028,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,13534,-0.271870963411058,58,,0.630434782608696,5,55.3938728417037,2.60612715829632,,,19.2561486500393,0.0470472098194636,4.41304347826087,,4.21475119447745,0.198292283783415,,,1.46514174511168
United States,FL,"Hamilton County, FL",12047,12CS018,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,14521,-0.26889290156338,55,0,0.604395604395604,5,74.881993132309,-19.881993132309,55,0,-136.918897681351,-0.265511003388752,4.23076923076923,0,5.76015331786992,-1.52938408710069,4.23076923076923,0,-10.5322228985655
United States,FL,"Hamilton County, FL",12047,12CS018,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,14521,-0.26889290156338,42,,0.461538461538462,5,42.6740628477588,-0.674062847758798,,,-4.64198641800701,-0.0157956098570586,3.23076923076923,,3.28262021905837,-0.0518509882891383,,,-0.357075878308231
United States,FL,"Hamilton County, FL",12047,12CS018,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,14521,-0.26889290156338,43,,0.467391304347826,5,32.839131658681,10.160868341319,,,69.9736129833963,0.309413429286976,3.27173913043478,,2.49862958272573,0.773109547709053,,,5.32407924873668
United States,FL,"Hamilton County, FL",12047,12CS018,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,14521,-0.26889290156338,62,,0.673913043478261,5,54.6713956997847,7.32860430021535,,,50.4690055796113,0.134048238688814,4.71739130434783,,4.15978010759231,0.557611196755516,,,3.84003303323129
United States,FL,"Hardee County, FL",12049,12CS011,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,26822,-0.231777259427326,56,0,0.615384615384615,5,88.1155320550202,-32.1155320550202,56,0,-119.735784262994,-0.36447072730568,4.30769230769231,0,6.77811785038617,-2.47042554269386,4.30769230769231,0,-9.21044494330722
United States,FL,"Hardee County, FL",12049,12CS011,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,26822,-0.231777259427326,58,,0.637362637362637,5,55.90760177047,2.09239822952999,,,7.80105223148904,0.0374260058251181,4.46153846153846,,4.30058475157462,0.160953709963845,,,0.600080940883773
United States,FL,"Hardee County, FL",12049,12CS011,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,26822,-0.231777259427326,68,,0.739130434782609,5,46.2180940860374,21.7819059139626,,,81.209104145711,0.471285247578891,5.17391304347826,,3.51659411524198,1.65731892823629,,,6.1789535763041
United States,FL,"Hardee County, FL",12049,12CS011,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,26822,-0.231777259427326,68,,0.739130434782609,5,68.050358127141,-0.0503581271410383,,,-0.187749336891501,-0.000740012668955403,5.17391304347826,,5.17774464010856,-0.00383159663029639,,,-0.014285275633049
United States,FL,"Hendry County, FL",12051,12CS017,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,42813,-0.183527829836428,90,0,0.989010989010989,5,115.298044640915,-25.2980446409145,90,0,-59.089633150946,-0.219414342365502,6.92307692307692,0,8.86908035699343,-1.9460034339165,6.92307692307692,0,-4.54535639622662
United States,FL,"Hendry County, FL",12051,12CS017,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,42813,-0.183527829836428,91,,1,5,83.0901143563643,7.90988564363566,,,18.4754295275633,0.0951964707824451,7,,6.39154725818187,0.608452741818128,,,1.42118688673564
United States,FL,"Hendry County, FL",12051,12CS017,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,42813,-0.183527829836428,109,,1.18478260869565,5,73.6993156014471,35.3006843985529,,,82.4531903827177,0.478982526641805,8.29347826086957,,5.60755662184923,2.68592163902033,,,6.27361231172852
United States,FL,"Hendry County, FL",12051,12CS017,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,42813,-0.183527829836428,84,,0.91304347826087,5,95.5315796425507,-11.5315796425507,,,-26.9347619707815,-0.120709609175293,6.39130434782609,,7.26870714671581,-0.877402798889726,,,-2.04938406299424
United States,FL,"Hernando County, FL",12053,12CS019,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,198792,0.287105512553586,742,0,8.15384615384615,5,743.005497491866,-1.00549749186598,742,0,-0.505803800890368,-0.00135328405410218,57.0769230769231,0,57.1542690378358,-0.0773459609127678,57.0769230769231,0,-0.0389079846838745
United States,FL,"Hernando County, FL",12053,12CS019,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,198792,0.287105512553586,738,,8.10989010989011,5,710.797567207316,27.2024327926843,,,13.6838669527367,0.0382702952959746,56.7692307692308,,54.6767359390243,2.09249483020648,,,1.05260515021051
United States,FL,"Hernando County, FL",12053,12CS019,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,198792,0.287105512553586,868,135,9.43478260869565,5,708.304652549662,159.695347450338,733,67.9101774719305,80.3328843466228,0.225461384272273,66.0434782608696,10.2717391304348,53.8927453026917,12.1507329581779,55.7717391304348,5.16707872069036,6.11228467854738
United States,FL,"Hernando County, FL",12053,12CS019,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,198792,0.287105512553586,826,,8.97826086956522,5,730.136916590765,95.8630834092347,,,48.222807461686,0.131294667110998,62.8478260869565,,55.5538958275582,7.29393025939829,,,3.6691266546935
United States,FL,"Highlands County, FL",12055,12CS020,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,106639,0.00905350298007307,451,,4.95604395604396,5,435.039841346039,15.9601586539612,,,14.9665306819842,0.0366866597886288,34.6923076923077,,33.4646031804645,1.22770451184317,,,1.15127159092186
United States,FL,"Highlands County, FL",12055,12CS020,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,106639,0.00905350298007307,431,,4.73626373626374,5,402.831911061489,28.1680889385114,,,26.4144346238349,0.0699251677065171,33.1538461538462,,30.987070081653,2.16677607219318,,,2.03187958644884
United States,FL,"Highlands County, FL",12055,12CS020,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,106639,0.00905350298007307,482,,5.23913043478261,5,396.95475842421,85.0452415757899,,,79.7505992889936,0.214244167051665,36.6739130434783,,30.2030794453203,6.47083359815793,,,6.0679803806843
United States,FL,"Highlands County, FL",12055,12CS020,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,106639,0.00905350298007307,505,106,5.48913043478261,5,418.787022465314,86.2129775346863,399,99.4007820778515,80.8456357755477,0.205863536618609,38.4239130434783,8.06521739130435,31.8642299701869,6.55968307329135,30.3586956521739,7.56310298418435,6.15129837422646
United States,FL,"Hillsborough County, FL",12057,12CS021,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,1497957,4.2070586233321,2968,,32.6153846153846,5,2829.53952480442,138.460475195579,,,9.24328770422506,0.0489339251075311,228.307692307692,,217.656886523417,10.6508057842753,,,0.711022131094235
United States,FL,"Hillsborough County, FL",12057,12CS021,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,1497957,4.2070586233321,3026,150,33.2527472527473,5,2797.33159451987,228.668405480129,2876,10.0136385757402,15.2653517744587,0.0817451909984868,232.769230769231,11.5384615384615,215.179353424606,17.5898773446253,221.230769230769,0.770279890441551,1.17425782880452
United States,FL,"Hillsborough County, FL",12057,12CS021,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,1497957,4.2070586233321,3619,615,39.3369565217391,5,2817.7676252173,801.2323747827,3004,41.0559181605347,53.4883427750396,0.284350053429587,275.358695652174,46.7934782608696,214.395362788273,60.9633328639011,228.565217391304,3.12381986004068,4.06976521114432
United States,FL,"Hillsborough County, FL",12057,12CS021,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,1497957,4.2070586233321,3237,319,35.1847826086957,5,2839.5998892584,397.400110741596,2918,21.2956713710741,26.5294738595031,0.1399493330891,246.29347826087,24.2717391304348,216.056513313139,30.2369649477301,222.021739130435,1.62032282171216,2.01854692409262
United States,FL,"Holmes County, FL",12059,12CS022,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,19594,-0.253586206777899,66,0,0.725274725274725,5,102.418855580667,-36.4188555806671,66,0,-185.867385835802,-0.355587409898199,5.07692307692308,0,7.87837350620516,-2.80145042928208,5.07692307692308,0,-14.2974912181386
United States,FL,"Holmes County, FL",12059,12CS022,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,19594,-0.253586206777899,72,,0.791208791208791,5,70.2109252961169,1.78907470388312,,,9.13072728326588,0.025481428941972,5.53846153846154,,5.40084040739361,0.137621131067932,,,0.702363637174298
United States,FL,"Holmes County, FL",12059,12CS022,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,19594,-0.253586206777899,83,,0.902173913043478,5,60.678596991087,22.321403008913,,,113.919582570751,0.367862872837877,6.31521739130435,,4.61684977106097,1.69836762024338,,,8.66779432603542
United States,FL,"Holmes County, FL",12059,12CS022,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,19594,-0.253586206777899,105,,1.14130434782609,5,82.5108610321906,22.4891389678094,,,114.775640337906,0.272559741668863,7.98913043478261,,6.27800029592755,1.71113013885506,,,8.73292915614505
United States,FL,"Indian River County, FL",12061,12CS023,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,162518,0.177656459399922,572,0,6.28571428571429,5,563.129943485731,8.8700565142691,572,0,5.45789175000252,0.0157513494298742,44,0,43.3176879604408,0.682312039559161,44,0,0.419837826923271
United States,FL,"Indian River County, FL",12061,12CS023,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,162518,0.177656459399922,586,,6.43956043956044,5,530.922013201181,55.0779867988193,,,33.8903917097302,0.103740258322928,45.0769230769231,,40.8401548616293,4.2367682152938,,,2.60695320844079
United States,FL,"Indian River County, FL",12061,12CS023,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,162518,0.177656459399922,636,86,6.91304347826087,5,526.452444103899,109.547555896101,550,52.9172153238411,67.4064139948198,0.208086327878233,48.3913043478261,6.54347826086957,40.0561642252967,8.33514012252944,41.8478260869565,4.0263098615966,5.1287488909102
United States,FL,"Indian River County, FL",12061,12CS023,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,162518,0.177656459399922,593,,6.44565217391304,5,548.284708145003,44.7152918549975,,,27.5140549692942,0.0815548768563721,45.1195652173913,,41.7173147501632,3.40225046722807,,,2.09346070418543
United States,FL,"Jackson County, FL",12063,12CS024,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,46085,-0.173655268169151,174,0,1.91208791208791,5,186.726656847749,-12.7266568477492,174,0,-27.6156164646831,-0.0681566149289873,13.3846153846154,0,14.3635889882884,-0.978973603673014,13.3846153846154,0,-2.124278189591
United States,FL,"Jackson County, FL",12063,12CS024,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,46085,-0.173655268169151,165,,1.81318681318681,5,154.518726563199,10.481273436801,,,22.7433512787263,0.0678317358026772,12.6923076923077,,11.8860558894768,0.806251802830848,,,1.74948855990202
United States,FL,"Jackson County, FL",12063,12CS024,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,46085,-0.173655268169151,229,67,2.48913043478261,5,145.912857612752,83.0871423872476,162,145.383530432896,180.291076027444,0.569429889501294,17.4239130434783,5.09782608695652,11.1020652531442,6.32184779033406,12.3260869565217,11.0617903590247,13.7177992629577
United States,FL,"Jackson County, FL",12063,12CS024,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,46085,-0.173655268169151,215,,2.33695652173913,5,167.745121653856,47.254878346144,,,102.538523046857,0.281706423890257,16.3586956521739,,12.7632157780108,3.59547987416313,,,7.80184414486954
United States,FL,"Jefferson County, FL",12065,12CS025,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,14543,-0.268826521258771,,0,,5,75.8244138325864,,,0,,,,0,5.83264721789126,,,0,
United States,FL,"Jefferson County, FL",12065,12CS025,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,14543,-0.268826521258771,59,,0.648351648351648,5,43.6164835480362,15.3835164519638,,,105.779525902247,0.352699603465772,4.53846153846154,,3.35511411907971,1.18334741938183,,,8.13688660786514
United States,FL,"Jefferson County, FL",12065,12CS025,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,14543,-0.268826521258771,55,,0.597826086956522,5,33.7919086303901,21.2080913696099,,,145.830237018565,0.62760856752959,4.18478260869565,,2.57112348274707,1.61365912594858,,,11.0957789035865
United States,FL,"Jefferson County, FL",12065,12CS025,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,14543,-0.268826521258771,53,,0.576086956521739,5,55.6241726714937,-2.62417267149372,,,-18.0442320806829,-0.0471768395907946,4.03260869565217,,4.23227400761365,-0.199665311961479,,,-1.37293070179109
United States,FL,"Lafayette County, FL",12067,12CS018,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,8482,-0.287114295178503,,0,,5,93.6065503554507,,,0,,,,0,7.20050387349621,,,0,
United States,FL,"Lafayette County, FL",12067,12CS018,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,8482,-0.287114295178503,,0,,5,61.3986200709005,,,0,,,,0,4.72297077468465,,,0,
United States,FL,"Lafayette County, FL",12067,12CS018,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,8482,-0.287114295178503,,,,5,51.7694532469122,,,,,,,,3.93898013835202,,,,
United States,FL,"Lafayette County, FL",12067,12CS018,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,8482,-0.287114295178503,34,,0.369565217391304,5,73.6017172880158,-39.6017172880158,,,-466.891267248477,-0.538054256710447,2.58695652173913,,5.6001306632186,-3.01317414147947,,,-35.5243355515146
United States,FL,"Lake County, FL",12069,12CS026,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,375492,0.820260050025395,1174,,12.9010989010989,5,1149.68081499652,24.3191850034793,,,6.47661867722331,0.0211529884523236,90.3076923076923,,88.4369857689631,1.87070653872918,,,0.498201436709485
United States,FL,"Lake County, FL",12069,12CS026,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,375492,0.820260050025395,1174,,12.9010989010989,5,1117.47288471197,56.5271152880293,,,15.0541463701036,0.0505847757573099,90.3076923076923,,85.9594526701516,4.34823963754072,,,1.15801125923874
United States,FL,"Lake County, FL",12069,12CS026,South Atlantic,South,2020-07-01,2020-09-30,92,2020,3,375492,0.820260050025395,1433,181,15.5760869565217,5,1119.44892958733,313.551070412666,1252,48.2034237746743,83.5040614480909,0.280094126784552,109.032608695652,13.7717391304348,85.1754620338189,23.8571466618332,95.2608695652174,3.66765180894261,6.35356989278952
United States,FL,"Lake County, FL",12069,12CS026,South Atlantic,South,2020-10-01,2020-12-31,92,2020,4,375492,0.820260050025395,1367,111,14.8586956521739,5,1141.28119362844,225.718806371562,1256,29.5612156850213,60.1128136875251,0.197776680831777,104.010869565217,8.44565217391304,86.8366125586855,17.1742570065319,95.5652173913044,2.24922293255596,4.57380104144213
United States,FL,"Lee County, FL",12071,12CS027,South Atlantic,South,2020-01-01,2020-03-31,91,2020,1,790767,2.07326373168134,2103,,23.1098901098901,5,1926.65053128208,176.349468717922,,,22.3010657650005,0.091531632672673,161.769230769231,,148.203887021698,13.5653437475324,,,1.71546659730773
United States,FL,"Lee County, FL",12071,12CS027,South Atlantic,South,2020-04-01,2020-06-30,91,2020,2,790767,2.07326373168134,2030,163,22.3076923076923,5,1894.44260099753,135.557399002472,1867,20.6128986161537,17.1425209957512,0.0715552949089582,156.153846153846,12.5384615384615,145.726353922887,10.4274922309594,143.615384615385,1.58560758585798,1.31865546121163
